Hospital Name,City,State Code,Zip Code,County,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Total Bad Debt Expense,Total Unreimbursed and Uncompensated Care,Total Costs,Combined Outpatient + Inpatient Total Charges,Less Total Operating Expense,Cost To Charge Ratio,Net Patient Revenue,Net Income from Service to Patients,Net Income,Staff Per Bed,Clinical Operating Margin,Net Revenue Per Bed,State Name,Operating Expense Ratio,Size Category
VERNON MEMORIAL HOSPITAL,VIROQUA,WI,54665,VERNON,R,CAH,1,2,2022-10-01,2023-09-30,297.28,2739.0,18.0,6570.0,741.0,18.0,2350116.0,3460041.0,60353433.0,144465217.0,71883551.0,0.417771,83096068.0,11212517.0,9372987.0,16.515555555555554,0.13493438702779534,4616448.222222222,Wisconsin,0.8650656129722046,Small
USA CHILDRENS AND WOMENS HOSPITAL,MOBILE,AL,36604,MOBILE,U,CH,7,10,2022-10-01,2023-09-30,1255.53,61088.0,245.0,89425.0,10103.0,245.0,,,227508806.0,575561193.0,250418856.0,,273503514.0,23084658.0,20862836.0,5.124612244897959,0.08440351519578648,1116340.8734693876,Alabama,0.9155964848042135,Medium
GRADY GENERAL HOSPITAL,CAIRO,GA,39828-3142,GRADY,R,STH,1,2,2022-10-01,2023-09-30,142.15,4259.0,44.0,16060.0,651.0,44.0,4080883.0,5045267.0,26858052.0,83770944.0,30105952.0,0.320613,30797271.0,691319.0,-2770108.0,3.2306818181818184,0.022447411005994653,699937.9772727273,Georgia,0.9775525889940053,Small
MITCHELL COUNTY HOSPITAL,CAMILLA,GA,31728-,MITCHELL,R,CAH,1,2,2022-10-01,2023-09-30,129.64,4264.0,25.0,9125.0,74.0,181.0,4103702.0,8245820.0,36573787.0,73368004.0,37319596.0,0.498498,37623239.0,303643.0,410447.0,0.7162430939226518,0.008070623584535079,207863.19889502763,Georgia,0.991929376415465,Medium
SOUTH CENTRAL KS REGIONAL MEDICAL CT,ARKANSAS CITY,KS,67005-,COWLEY,R,STH,1,12,2023-01-01,2023-08-25,130.39,839.0,32.0,7584.0,245.0,44.0,2642119.0,1334377.0,15134760.0,33015407.0,16699346.0,0.458415,13118741.0,-3580605.0,-2908610.0,2.9634090909090904,-0.2729381577088838,298153.20454545453,Kansas,1.2729381577088839,Small
SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,NC,28352-,SCOTLAND,R,STH,1,2,2022-10-01,2023-09-30,809.99,25475.0,104.0,37960.0,5760.0,104.0,25966502.0,14302922.0,169562501.0,741759934.0,218194333.0,0.228595,220481034.0,2286701.0,38611100.0,7.788365384615385,0.01037141816016701,2120009.9423076925,North Carolina,0.989628581839833,Medium
WARREN MEMORIAL HOSPITAL,FRONT ROYAL,VA,22630,WARREN,U,STH,1,2,2022-10-01,2023-09-30,315.17,6439.0,36.0,13140.0,2123.0,36.0,7208483.0,11502499.0,94824810.0,229974379.0,102599420.0,0.412328,106850217.0,4250797.0,5272018.0,8.754722222222222,0.039782764315771116,2968061.5833333335,Virginia,0.9602172356842289,Small
MEMORIAL HERMANN REHAB HOSP KATY,KATY,TX,77450,HARRIS,U,RH,5,5,2022-10-01,2023-09-30,157.03,9142.0,35.0,12775.0,703.0,35.0,,,29303431.0,120254373.0,28818180.0,,29247666.0,429486.0,2117078.0,4.486571428571429,0.014684453795390032,835647.6,Texas,0.9853155462046099,Small
WESTERN REGIONAL MEDICAL CENTER,GOODYEAR,AZ,85338,MARICOPA,U,STH,1,4,2022-10-01,2023-09-30,365.28,2309.0,38.0,13870.0,531.0,38.0,2012042.0,18465390.0,160462166.0,804838683.0,137364298.0,0.199372,951165684.0,813801386.0,816552386.0,9.612631578947367,0.8555832066792687,25030675.89473684,Arizona,0.1444167933207313,Small
JOHN D. ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,31792-,THOMAS,R,STH,1,2,2022-10-01,2023-09-30,1430.6,42254.0,199.0,72635.0,6954.0,301.0,26338129.0,29101078.0,256026130.0,938542211.0,321537645.0,0.272791,336137075.0,14599430.0,62098304.0,4.75282392026578,0.04343296555430549,1116734.4684385383,Georgia,0.9565670344456945,Large
ST. LUKES NAMPA MEDICAL CENTER,NAMPA,ID,83687,,U,STH,1,2,2022-10-01,2023-09-30,853.62,18832.0,87.0,31755.0,4786.0,87.0,15461337.0,11723712.0,184182568.0,578674920.0,236471647.0,0.318283,237298821.0,827174.0,9749214.0,9.811724137931035,0.003485790601547068,2727572.6551724137,Idaho,0.9965142093984529,Medium
WALDO COUNTY GENERAL HOSPITAL,BELFAST,ME,04915,WALDO,R,CAH,1,2,2022-10-01,2023-09-30,520.5,7508.0,25.0,9125.0,1015.0,25.0,6363339.0,9054128.0,100501271.0,215630713.0,126522867.0,0.466081,127480854.0,957987.0,15824993.0,20.82,0.00751475197993261,5099234.16,Maine,0.9924852480200674,Small
COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,28472-,COLUMBUS,R,STH,1,8,2022-10-01,2023-09-30,468.3,15309.0,154.0,56210.0,3058.0,154.0,16665814.0,4848034.0,92967504.0,391611595.0,110061874.0,0.237397,112540651.0,2478777.0,8327840.0,3.040909090909091,0.022025614548826452,730783.4480519481,North Carolina,0.9779743854511735,Medium
EDGEFIELD COUNTY HEALTHCARE,EDGEFIELD,SC,29824-,EDGEFIELD,R,CAH,1,9,2022-10-01,2023-09-30,108.99,3944.0,25.0,9125.0,42.0,25.0,2451728.0,2245862.0,19362054.0,23577359.0,18610997.0,0.821214,16918999.0,-1691998.0,154787.0,4.3595999999999995,-0.10000579821536723,676759.96,South Carolina,1.1000057982153673,Small
DALE MEDICAL CENTER,OZARK,AL,36360-,DALE,R,STH,1,9,2022-10-01,2023-09-30,272.1,6458.0,77.0,28105.0,1181.0,89.0,9517551.0,2512717.0,33197970.0,136219954.0,39958773.0,0.243709,33795241.0,-6163532.0,911086.0,3.057303370786517,-0.18237869645610752,379721.80898876407,Alabama,1.1823786964561076,Medium
PIH HEALTH WHITTIER HOSPITAL,WHITTIER,CA,90602-,LOS ANGELES,U,STH,1,1,2022-10-01,2023-09-30,2908.82,96597.0,405.0,147825.0,20350.0,462.0,11297579.0,7013611.0,657240779.0,4903656303.0,834282644.0,0.134031,761333723.0,-72948921.0,53375220.0,6.296147186147187,-0.09581727276252545,1647908.4913419914,California,1.0958172727625255,Large
PIH HEALTH HOSPITAL - DOWNEY,DOWNEY,CA,90241-7010,LOS ANGELES,U,STH,1,2,2022-10-01,2023-09-30,991.11,32090.0,133.0,48545.0,8573.0,133.0,5242020.0,3628325.0,163610762.0,1321302143.0,197949433.0,0.123825,182242291.0,-15707142.0,-6661501.0,7.451954887218045,-0.08618823827231188,1370242.7894736843,California,1.0861882382723118,Medium
SOUTHEASTERN REGIONAL MEDICAL CENTER,NEWNAN,GA,30265,COWETA,U,STH,1,4,2022-10-01,2023-09-30,586.73,4392.0,50.0,18250.0,933.0,50.0,7506260.0,20320576.0,238438870.0,1310678840.0,217915949.0,0.18192,1562940708.0,1345024759.0,1345024759.0,11.7346,0.8605731184269595,31258814.16,Georgia,0.13942688157304045,Small
MID COAST HOSPITAL,BRUNSWICK,ME,04011-3218,CUMBERLAND,U,STH,1,2,2022-10-01,2023-09-30,1047.53,25928.0,93.0,33945.0,4495.0,93.0,11831217.0,16892812.0,214691727.0,558953287.0,255672744.0,0.384096,240444271.0,-15228473.0,-4024771.0,11.263763440860215,-0.0633347300672429,2585422.2688172045,Maine,1.0633347300672429,Medium
EMERSON HOSPITAL,CONCORD,MA,01742,,U,STH,1,2,2022-10-01,2023-09-30,1090.0,26943.0,111.0,40515.0,7115.0,160.0,5630149.0,11547641.0,340538577.0,742053315.0,367287019.0,0.458914,336180825.0,-31106194.0,-8969481.0,6.8125,-0.09252816248517445,2101130.15625,Massachusetts,1.0925281624851744,Medium
BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,COLUMBUS,MS,39701,LOWNDES,R,STH,1,1,2022-10-01,2023-09-30,983.36,28947.0,146.0,53142.0,7949.0,189.0,20818130.0,25627454.0,187350835.0,1055911139.0,211288756.0,0.17743,240261010.0,28972254.0,24782188.0,5.202962962962963,0.12058658206756061,1271222.2751322752,Mississippi,0.8794134179324394,Medium
WEEKS MEDICAL CENTER,LANCASTER,NH,03584,COOS,R,CAH,1,2,2022-10-01,2023-09-30,173.64,3145.0,25.0,9125.0,487.0,25.0,1767733.0,2951088.0,74326800.0,112365653.0,83318048.0,0.661473,76437388.0,-6880660.0,485702.0,6.9456,-0.0900169430174668,3057495.52,New Hampshire,1.0900169430174669,Small
SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,28328-,SAMPSON,R,STH,1,2,2022-10-01,2023-09-30,408.39,8915.0,67.0,24455.0,2411.0,67.0,10423642.0,4703344.0,41459300.0,186057031.0,70109316.0,0.222831,69552413.0,-556903.0,824683.0,6.095373134328358,-0.008006954410050447,1038095.7164179104,North Carolina,1.0080069544100505,Small
ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,27215,ALAMANCE,R,STH,1,2,2022-10-01,2023-09-30,1189.82,48162.0,176.0,64240.0,10864.0,220.0,33113442.0,19294524.0,258195736.0,1003122326.0,262201680.0,0.257392,284333872.0,22132192.0,31021425.0,5.408272727272727,0.07783874585297386,1292426.690909091,North Carolina,0.9221612541470261,Medium
CARTERET COUNTY GENERAL HOSPITAL COM,MOREHEAD CITY,NC,28557-,CARTERET,R,STH,1,8,2022-10-01,2023-09-30,957.31,28723.0,99.0,36135.0,5991.0,99.0,27625709.0,10047766.0,162066917.0,510984833.0,190907298.0,0.317166,205519605.0,14612307.0,25342304.0,9.669797979797979,0.07109933380808123,2075955.606060606,North Carolina,0.9289006661919188,Medium
BLUE MOUNTAIN HOSPITAL,BLANDING,UT,84511,SAN JUAN COUNTY,R,CAH,1,2,2022-10-01,2023-09-30,97.86,1418.0,11.0,4015.0,385.0,11.0,896601.0,388661.0,17840237.0,43611821.0,19715184.0,0.409069,19043262.0,-671922.0,999333.0,8.896363636363636,-0.03528397603309769,1731205.6363636365,Utah,1.0352839760330976,Small
CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,24134,GILES,U,CAH,1,2,2022-10-01,2023-09-30,190.12,5893.0,25.0,9125.0,965.0,25.0,3087766.0,5459450.0,75856770.0,202706396.0,94238821.0,0.37422,75384991.0,-18853830.0,1362188.0,7.6048,-0.2501005803661899,3015399.64,Virginia,1.2501005803661898,Small
CARILION ROCKBRIDGE COMMUNITY HOSP,LEXINGTON,VA,24450,ROCKBRIDGE,R,CAH,1,2,2022-10-01,2023-09-30,223.17,4867.0,25.0,9125.0,1337.0,25.0,3858256.0,3872716.0,53161372.0,222747540.0,65562208.0,0.238662,65056561.0,-505647.0,9856825.0,8.9268,-0.007772421293526413,2602262.44,Virginia,1.0077724212935264,Small
WINDHAM COMMUNITY MEMORIAL HOSPITAL,WILLIMANTIC,CT,06226,WINDHAM,R,STH,1,2,2022-10-01,2023-09-30,458.47,7413.0,46.0,16790.0,2104.0,46.0,3094571.0,16622915.0,112801215.0,357537463.0,124122454.0,0.315495,118430314.0,-5692140.0,-2602270.0,9.966739130434783,-0.04806320111588997,2574572.0434782607,Connecticut,1.04806320111589,Small
JACKSON MEMORIAL,MIAMI,FL,33136,MIAMI-DADE,R,STH,1,9,2022-10-01,2023-09-30,13922.05,403664.0,1608.0,586920.0,62133.0,1830.0,365603210.0,605402994.0,2225042324.0,6965606324.0,2889765740.0,0.319433,1551114782.0,-1338650958.0,-61672298.0,7.607677595628415,-0.8630250794682969,847603.706010929,Florida,1.863025079468297,Large
SARASOTA MEMORIAL HOSPITAL,SARASOTA,FL,34239-3509,SARASOTA,U,STH,1,9,2022-10-01,2023-09-30,4560.15,224423.0,786.0,285141.0,40533.0,883.0,150090954.0,136149304.0,1041699733.0,6511652235.0,1113965048.0,0.159975,1247834473.0,133869425.0,223381076.0,5.164382785956964,0.1072813966087632,1413176.073612684,Florida,0.8927186033912368,Large
MIDWESTERN REGIONAL MEDICAL CENTER,ZION,IL,60099,LAKE,U,STH,1,4,2022-10-01,2023-09-30,521.51,3380.0,73.0,26645.0,639.0,73.0,4742520.0,4871791.0,197330039.0,909725948.0,199630734.0,0.216912,1154442948.0,954812214.0,954812214.0,7.143972602739726,0.8270761371570178,15814286.95890411,Illinois,0.17292386284298217,Small
BATON ROUGE GENERAL,BATON ROUGE,LA,70809,,U,STH,1,2,2022-10-01,2023-09-30,2134.21,68363.0,256.0,93440.0,12622.0,350.0,22631827.0,29656267.0,385964486.0,1441030561.0,536140561.0,0.267839,493379410.0,-42761151.0,36761622.0,6.097742857142857,-0.08666991393094414,1409655.4571428571,Louisiana,1.0866699139309441,Large
WILLIS-KNIGHTON HEALTH SYSTEMS,SHREVEPORT,LA,32600,CADDO PARISH,R,STH,1,2,2022-10-01,2023-09-30,4668.95,163558.0,674.0,246010.0,29630.0,763.0,48248095.0,19416111.0,873940754.0,4022517240.0,910543856.0,0.217262,1077643231.0,167099375.0,438289038.0,6.119200524246396,0.1550600144770918,1412376.4495412845,Louisiana,0.8449399855229082,Large
LINCOLNHEALTH,BOOTHBAY HARBOR,ME,04538,LINCOLN,R,CAH,1,2,2022-10-01,2023-09-30,320.28,7331.0,25.0,9125.0,1074.0,67.0,5803822.0,15670927.0,109003419.0,192911695.0,126627888.0,0.565043,121598717.0,-5029171.0,-28837753.0,4.780298507462686,-0.041358750520369386,1814906.223880597,Maine,1.0413587505203694,Small
FALMOUTH HOSPITAL,FALMOUTH,MA,02574,BARNSTABLE,U,STH,1,2,2022-10-01,2023-09-30,612.59,22144.0,81.0,29565.0,4902.0,81.0,3818163.0,6867388.0,155153222.0,480567577.0,180988158.0,0.322854,178599832.0,-2388326.0,15391453.0,7.56283950617284,-0.013372498581073693,2204936.1975308643,Massachusetts,1.0133724985810737,Medium
JEFF ANDERSON REGIONAL MEDICAL CENTE,MERIDIAN,MS,39301,LAUDERDALE,R,STH,1,2,2022-10-01,2023-09-30,1188.35,34574.0,270.0,98550.0,7601.0,270.0,8275349.0,7310593.0,178208036.0,695275056.0,273160613.0,0.256313,220427864.0,-52732749.0,-22093841.0,4.401296296296296,-0.2392290522762585,816399.4962962962,Mississippi,1.2392290522762586,Large
TALLAHATCHIE CRITICAL ACCESS HOSPITA,CHARLESTON,MS,38921,TALLAHATCHIE,R,CAH,1,9,2022-10-01,2023-09-30,275.81,4391.0,18.0,6570.0,54.0,18.0,1237604.0,1040940.0,33598614.0,38859978.0,37290921.0,0.864607,36610253.0,-680668.0,1748978.0,15.322777777777778,-0.01859227796104004,2033902.9444444445,Mississippi,1.0185922779610401,Small
MEMORIAL HOSPITAL,NORTH CONWAY,NH,03860,CARROLL,R,CAH,1,2,2022-10-01,2023-09-30,336.81,6374.0,25.0,9125.0,1282.0,25.0,5645673.0,3637645.0,86538789.0,198977391.0,105792188.0,0.434918,104364118.0,-1428070.0,9597024.0,13.4724,-0.013683534411702688,4174564.72,New Hampshire,1.0136835344117028,Small
ANDROSCOGGIN VALLEY HOSPITAL,BERLIN,NH,03570-,COOS,R,CAH,1,2,2022-10-01,2023-09-30,239.82,4230.0,25.0,9125.0,698.0,25.0,5133628.0,3832756.0,66891992.0,105120581.0,83743498.0,0.636336,90373134.0,6629636.0,10974774.0,9.5928,0.073358482842921,3614925.36,New Hampshire,0.926641517157079,Small
ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,97520,JACKSON,U,STH,1,2,2022-10-01,2023-09-30,59.58,6372.0,41.0,14965.0,1527.0,41.0,1176837.0,792907.0,57970078.0,185088637.0,67555408.0,0.313202,66320812.0,-1234596.0,3298519.0,1.453170731707317,-0.018615513935504893,1617580.780487805,Oregon,1.0186155139355049,Small
SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,VT,05201-,BENNINGTON,R,STH,1,2,2022-10-01,2023-09-30,822.77,12291.0,53.0,19345.0,2828.0,53.0,4564816.0,12401048.0,151325161.0,400570898.0,204148886.0,0.377774,155588663.0,-48560223.0,-6417400.0,15.523962264150944,-0.31210643541554184,2935635.150943396,Vermont,1.3121064354155418,Small
STOUGHTON HOSPITAL ASSOCIATION,STOUGHTON,WI,53589-1896,DANE,R,CAH,1,2,2022-10-01,2023-09-30,235.71,2148.0,20.0,7300.0,622.0,28.0,1396998.0,2401153.0,42870938.0,141943807.0,57619755.0,0.302028,64921073.0,7301318.0,12999701.0,8.418214285714287,0.11246453058469937,2318609.75,Wisconsin,0.8875354694153006,Small
WESTERN WISCONSIN HEALTH,BALDWIN,WI,54002,ST. CROIX,R,CAH,1,2,2022-10-01,2023-09-30,225.86,2856.0,25.0,9125.0,637.0,25.0,1911078.0,1264796.0,57625445.0,99441174.0,63873148.0,0.579493,66486015.0,2612867.0,6316415.0,9.0344,0.039299497796641894,2659440.6,Wisconsin,0.9607005022033581,Small
WHITE RIVER MEDICAL CENTER,BATESVILLE,AR,72501-,INDEPENDENCE,R,STH,1,2,2022-10-01,2023-09-30,2917.32,32536.0,170.0,62050.0,8236.0,212.0,10426135.0,5088100.0,170081344.0,642705759.0,278273472.0,0.264633,256504867.0,-21768605.0,-6058760.0,13.760943396226416,-0.08486624544243053,1209928.6179245282,Arkansas,1.0848662454424305,Medium
UNITY HEALTH - NEWPORT,NEWPORT,AR,72112,JACKSON,R,CAH,1,2,2022-10-01,2023-09-30,180.24,5252.0,24.0,8760.0,1478.0,34.0,,2607248.0,26565303.0,74345728.0,26915407.0,0.357321,28690166.0,1774759.0,2366939.0,5.301176470588236,0.06185948871819006,843828.4117647059,Arkansas,0.93814051128181,Small
ORLANDO HEALTH SOUTH LAKE HOSPITAL,CLERMONT,FL,34711,LAKE,U,STH,1,2,2022-10-01,2023-09-30,1437.81,53577.0,172.0,62739.0,15830.0,202.0,14397753.0,22836005.0,268632276.0,2738099765.0,336224499.0,0.098109,362339122.0,26114623.0,80712416.0,7.117871287128713,0.0720723251076377,1793758.0297029703,Florida,0.9279276748923623,Medium
MADISON MEMORIAL HOSPITAL,MADISON,FL,32340,,R,CAH,1,11,2022-10-01,2023-09-30,98.79,2568.0,25.0,9125.0,150.0,25.0,399111.0,363793.0,14112498.0,18563404.0,15135325.0,0.760232,11373408.0,-3761917.0,-1471266.0,3.9516000000000004,-0.3307642704807565,454936.32,Florida,1.3307642704807565,Small
HAMILTON MEDICAL CENTER,DALTON,GA,30722,WHITFIELD,U,STH,1,1,2022-10-01,2023-09-30,1506.9,44136.0,239.0,87235.0,7851.0,239.0,127692263.0,36592473.0,287848706.0,1589463054.0,358748334.0,0.181098,373972455.0,15224121.0,68443496.0,6.305020920502092,0.040709204104350416,1564738.3054393306,Georgia,0.9592907958956496,Medium
NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,30040-,FORSYTH,U,STH,1,2,2022-10-01,2023-09-30,3194.8,116958.0,376.0,137240.0,17574.0,376.0,41414540.0,46854593.0,629680285.0,3306199779.0,750530749.0,0.190454,722920827.0,-27609922.0,-6469754.0,8.496808510638298,-0.03819217951511584,1922661.7739361702,Georgia,1.0381921795151159,Large
NORTHSIDE HOSPITAL-CHEROKEE  INC.,CANTON,GA,30115-,CHEROKEE,U,STH,1,2,2022-10-01,2023-09-30,3051.01,96512.0,325.0,118625.0,15911.0,325.0,41169509.0,46206829.0,551029092.0,3120250132.0,700131273.0,0.176598,683240763.0,-16890510.0,15016167.0,9.387723076923077,-0.024721168458738462,2102279.2707692306,Georgia,1.0247211684587385,Large
NORTHEAST GEORGIA MEDICAL CENTER,GAINESVILLE,GA,30501-3715,HALL,U,STH,1,2,2022-10-01,2023-09-30,5769.49,222981.0,657.0,239805.0,37287.0,994.0,103549023.0,104308567.0,1271254999.0,7372946285.0,1566181162.0,0.172422,1726540288.0,160359126.0,382684706.0,5.804315895372233,0.09287887871169097,1736962.060362173,Georgia,0.907121121288309,Large
STEPHENS COUNTY HOSPITAL,TOCCOA,GA,30577-,STEPHENS,R,STH,1,9,2022-10-01,2023-09-30,214.2,5079.0,40.0,14600.0,1005.0,50.0,9098306.0,4046027.0,40769235.0,101681517.0,49535509.0,0.40095,41944645.0,-7590864.0,-5207334.0,4.284,-0.18097337574319677,838892.9,Georgia,1.1809733757431968,Small
NGMC BARROW,WINDER,GA,30680,BARROW,U,STH,1,2,2022-10-01,2023-09-30,169.97,4130.0,38.0,14330.0,1289.0,38.0,10385826.0,9023237.0,51696463.0,290159966.0,51910736.0,0.178165,52122873.0,212137.0,3396366.0,4.472894736842105,0.00406994065733867,1371654.5526315789,Georgia,0.9959300593426613,Small
NORTHSIDE HOSPITAL - GWINNETT,LAWRENCEVILLE,GA,30046-7694,GWINNETT,U,STH,1,2,2022-10-01,2023-09-30,4593.49,174688.0,440.0,160600.0,24795.0,440.0,172656817.0,107176166.0,975277486.0,5363808550.0,1264781238.0,0.181826,1195004296.0,-69776942.0,13823085.0,10.43975,-0.058390536530757375,2715918.8545454545,Georgia,1.0583905365307573,Large
DODGE COUNTY HOSPITAL,EASTMAN,GA,31023,DODGE,R,STH,1,9,2022-10-01,2023-09-30,167.47,2859.0,41.0,14965.0,565.0,61.0,5158500.0,1922046.0,23338719.0,81671129.0,25811364.0,0.285765,22610982.0,-3200382.0,-300553.0,2.7454098360655736,-0.14154104408203058,370671.8360655738,Georgia,1.1415410440820306,Small
TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,31793-,TIFT,R,STH,1,2,2022-10-01,2023-09-30,1594.7,50085.0,181.0,66065.0,10422.0,181.0,36723290.0,24117474.0,302607350.0,1252784941.0,426090495.0,0.241548,389156264.0,-36934231.0,10635051.0,8.810497237569061,-0.0949084838577852,2150034.607734807,Georgia,1.0949084838577852,Medium
COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,GA,31768-,COLQUITT,R,STH,1,9,2022-10-01,2023-09-30,1238.88,30151.0,100.0,36500.0,6219.0,204.0,26844498.0,10085295.0,159989600.0,603189266.0,229363236.0,0.265239,201901119.0,-27462117.0,29687430.0,6.0729411764705885,-0.13601765624686804,989711.3676470588,Georgia,1.136017656246868,Medium
SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,31603-1727,LOWNDES,U,STH,1,8,2022-10-01,2023-09-30,2285.93,68381.0,261.0,95265.0,15741.0,290.0,45363819.0,43331632.0,331025218.0,1456727451.0,413633731.0,0.227239,418477792.0,4844061.0,51200552.0,7.882517241379309,0.0115754314628003,1443026.8689655173,Georgia,0.9884245685371997,Large
MENDOTA COMMUNITY HOSPITAL,MENDOTA,IL,61342-9216,LA SALLE,R,CAH,1,1,2022-10-01,2023-09-30,148.75,2589.0,25.0,9125.0,509.0,25.0,1571875.0,3248536.0,29098275.0,99936176.0,37256142.0,0.291169,39608013.0,2351871.0,4332153.0,5.95,0.05937866663495591,1584320.52,Illinois,0.940621333365044,Small
RICHLAND PARISH HOSPITAL SERVICE DIS,RAYVILLE,LA,71269,RICHLAND PARISH,R,STH,1,11,2022-10-01,2023-09-30,175.29,1999.0,38.0,13870.0,372.0,38.0,1276687.0,704494.0,21554108.0,53458889.0,26441448.0,0.40319,24824061.0,-1617387.0,2491098.0,4.612894736842105,-0.06515400522098298,653264.7631578947,Louisiana,1.065154005220983,Small
HARDTNER MEDICAL CENTER,OLLA,LA,71465-,LA SALLE PARISH,R,CAH,1,11,2022-10-01,2023-09-30,185.38,1846.0,25.0,9125.0,293.0,35.0,4037250.0,1980629.0,42153288.0,85404892.0,47576834.0,0.49357,35889613.0,-11687221.0,-3454590.0,5.296571428571428,-0.32564355040551707,1025417.5142857142,Louisiana,1.325643550405517,Small
STEPHENS MEMORIAL HOSPITAL - CAH,NORWAY,ME,04268,OXFORD,R,CAH,1,2,2022-10-01,2023-09-30,355.16,6361.0,25.0,9125.0,1400.0,25.0,7097734.0,4979534.0,90379279.0,187232233.0,104056895.0,0.482712,108459748.0,4402853.0,14706518.0,14.2064,0.04059435026531686,4338389.92,Maine,0.9594056497346831,Small
COVINGTON COUNTY HOSPITAL,COLLINS,MS,39428,COVINGTON,U,CAH,1,9,2022-10-01,2023-09-30,239.39,5236.0,25.0,9125.0,153.0,35.0,22990.0,292143.0,30340591.0,57233234.0,45117945.0,0.530122,37033239.0,-8084706.0,-3637297.0,6.839714285714285,-0.21830944897906446,1058092.5428571429,Mississippi,1.2183094489790645,Small
ELIZABETHTOWN COMMUNITY HOSPITAL,ELIZABETHTOWN,NY,12932,ESSEX,R,CAH,1,2,2022-10-01,2023-09-30,249.6,5067.0,25.0,9125.0,652.0,25.0,534515.0,5828237.0,55636275.0,117547013.0,57841611.0,0.473311,59272550.0,1430939.0,7249869.0,9.984,0.024141681098586106,2370902.0,New York,0.975858318901414,Small
PRAGUE COMMUNITY HOSPITAL,PRAGUE,OK,74864,POTTAWATOMIE,R,CAH,1,13,2022-10-01,2023-09-30,49.67,3036.0,25.0,9125.0,31.0,25.0,1951445.0,2133885.0,18112831.0,27475481.0,18680386.0,0.659236,15813597.0,-2866789.0,-2372817.0,1.9868000000000001,-0.18128633226204008,632543.88,Oklahoma,1.1812863322620402,Small
PAWHUSKA HOSPITAL  INC.,PAWHUSKA,OK,74056,OSAGE,R,CAH,1,2,2022-10-01,2023-09-30,82.64,4717.0,25.0,9125.0,125.0,25.0,800873.0,997101.0,19835194.0,28851912.0,20523316.0,0.687483,17727857.0,-2795459.0,-1703053.0,3.3056,-0.15768736176064596,709114.28,Oklahoma,1.157687361760646,Small
GUADALUPE REGIONAL MEDICAL CENTER,SEGUIN,TX,78155-,GUADALUPE,R,STH,1,8,2022-10-01,2023-09-30,635.6,12396.0,117.0,42705.0,3800.0,139.0,11378214.0,13498915.0,112547758.0,418994937.0,149378181.0,0.268614,135558071.0,-13820110.0,3692440.0,4.572661870503597,-0.10194973931135387,975237.9208633094,Texas,1.101949739311354,Medium
BAYLOR S&W ALL SAINTS MEDICAL CENTER,FORT WORTH,TX,76104-,TARRANT,U,STH,1,2,2022-10-01,2023-09-30,1893.73,114206.0,451.0,164615.0,20328.0,451.0,44401701.0,32706710.0,444812088.0,1870516113.0,522415347.0,0.237802,530805253.0,8389906.0,64842640.0,4.198957871396896,0.015805996554446308,1176951.780487805,Texas,0.9841940034455537,Large
BROWNFIELD REGIONAL MEDICAL CENTER,BROWNFIELD,TX,79316,TERRY,R,STH,1,11,2022-10-01,2023-09-30,139.88,1183.0,26.0,9490.0,409.0,26.0,,,19192114.0,30156955.0,20327005.0,0.636408,12143749.0,-8183256.0,-2246207.0,5.38,-0.6738657065458121,467067.26923076925,Texas,1.6738657065458122,Small
MATAGORDA REGIONAL MEDICAL CENTER,BAY CITY,TX,77414-,MATAGORDA,R,STH,1,11,2022-10-01,2023-09-30,293.3,5014.0,45.0,16425.0,1403.0,45.0,5566069.0,5762067.0,49462617.0,148259156.0,67479972.0,0.333623,43547281.0,-23932691.0,554621.0,6.517777777777778,-0.5495794559481222,967717.3555555556,Texas,1.5495794559481222,Small
TRI-COUNTY MEMORIAL HOSPITAL  INC.,WHITEHALL,WI,54773-,TREMPEALEAU,R,CAH,1,2,2023-01-01,2023-09-30,137.73,2423.0,25.0,6825.0,142.0,25.0,427427.0,3190017.0,23862578.0,29398024.0,25131846.0,0.811707,20566303.0,-4565543.0,-2870351.0,5.5092,-0.2219914293784352,822652.12,Wisconsin,1.2219914293784353,Small
